Headquarter,Size,Founded,Type,Industry,Revenue,Employer,Job_Title,Basic_Pay,Additional_Pay,Avg_Pay,Avg_Pay_Num,Avg_Pay_Text,Max_Pay,Min_Pay,Rating,Positive,Negative,Neutral,Online,Campus,Refferal,City
"Leuven, Belgium",10000+ Employees,1852,Company - Public (BUD),Food & Drink Manufacturing,$10+ billion (USD),Anheuser-Busch InBev,Anheuser-Busch InBev Data Science Salaries,"₹ 10,15,480 - ₹ 11,11,374",NA,NA,"₹10,15,480-₹11,11,374","Data Science salaries at Anheuser-Busch InBev can range from ₹10,15,480-₹11,11,374",NA,NA,3.6,60%,19%,22%,63%,22%,6%,Banglore
"Dublin, CA",1 to 50 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Emplay,Emplay Data Science Salaries in Bangalore Area,"₹ 2,40,414 - ₹ 2,61,424",NA,NA,"₹2,40,414-₹2,61,424","Data Science salaries at Emplay can range from ₹2,40,414-₹2,61,424",NA,NA,3.5,50%,17%,33%,50%,25%,25%,Banglore
"Oklahoma City, OK",10000+ Employees,1983,Company - Private,Staffing & Outsourcing,$2 to $5 billion (USD),Express Employment Professionals,Express Employment Professionals Data Science Monthly Pay in Bangalore Area,"₹ 2,89,011 - ₹ 3,09,645",NA,NA,"₹2,89,011-₹3,09,645","Data Science salaries at Express Employment Professionals can range from ₹2,89,011-₹3,09,645",NA,NA,3.9,58%,25%,17%,51%,19%,11%,Banglore
"Brookfield, WI",10000+ Employees,1984,Company - Public (FISV),Financial Transaction Processing,$10+ billion (USD),Fiserv,Fiserv Data Science Salaries in Bangalore Area,"₹ 4,83,449 - ₹ 5,22,743",NA,NA,"₹4,83,449-₹5,22,743","Data Science salaries at Fiserv can range from ₹4,83,449-₹5,22,743",NA,NA,3.4,55%,28%,16%,40%,17%,13%,Banglore
"Bangalore, India",1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Entropik Tech,Entropik Tech Data Science Salaries in Bangalore Area,"₹ 1,30,239 - ₹ 1,42,092",NA,NA,"₹1,30,239-₹1,42,092","Data Science salaries at Entropik Tech can range from ₹1,30,239-₹1,42,092",NA,NA,4.4,100%,,,,,,Banglore
"London, United Kingdom",10000+ Employees,1989,Company - Private,Accounting,$10+ billion (USD),EY,EY Data Science Salaries in Bangalore Area,"₹ 14,26,860 - ₹ 15,71,670",NA,NA,"₹14,26,860-₹15,71,670","Data Science salaries at EY can range from ₹14,26,860-₹15,71,670",NA,NA,3.8,73%,9%,18%,36%,36%,13%,Banglore
"Charlotte, NC",1 to 50 Employees,2007,Company - Private,Computer Hardware & Software,$5 to $10 million (USD),Fuzzy Logix,Fuzzy Logix Data Science Salaries in Bangalore Area,"₹ 3,68,738 - ₹ 4,01,488",NA,NA,"₹3,68,738-₹4,01,488","Data Science salaries at Fuzzy Logix can range from ₹3,68,738-₹4,01,488",NA,NA,3.6,75%,25%,100%,,,,Banglore
"Bonita Springs, FL",1 to 50 Employees,2014,Company - Private,IT Services,Unknown / Non-Applicable,Comsense Technologies,Comsense Technologies Data Science Salaries in Bangalore Area,"₹ 1,97,482 - ₹ 2,12,397",NA,NA,"₹1,97,482-₹2,12,397","Data Science salaries at Comsense Technologies can range from ₹1,97,482-₹2,12,397",NA,NA,4.4,100%,100%,,,,,Banglore
"Mc Lean, VA",10000+ Employees,1994,Company - Public (COF),Banks & Building Societies,$10+ billion (USD),Capital One,Capital One Data Science Salaries in Bangalore Area,"₹ 11,55,215 - ₹ 12,65,484",NA,NA,"₹11,55,215-₹12,65,484","Data Science salaries at Capital One can range from ₹11,55,215-₹12,65,484",NA,NA,4.1,65%,15%,20%,46%,29%,11%,Banglore
"Palo Alto, CA",10000+ Employees,2015,Company - Public (HPE),Enterprise Software & Network Solutions,Unknown / Non-Applicable,Hewlett Packard Enterprise | HPE,Hewlett Packard Enterprise | HPE Data Science Salaries in Bangalore Area,"₹ 3,49,980 - ₹ 3,75,430",NA,NA,"₹3,49,980-₹3,75,430","Data Science salaries at Hewlett Packard Enterprise | HPE can range from ₹3,49,980-₹3,75,430",NA,NA,4.2,67%,14%,19%,35%,21%,18%,Banglore
"Bangalore, India",201 to 500 Employees,2003,Company - Private,IT Services,Unknown / Non-Applicable,Sixth Energy Technologies,Sixth Energy Technologies Data Science Salaries in Bangalore Area,"₹ 3,01,846 - ₹ 3,29,414",NA,NA,"₹3,01,846-₹3,29,414","Data Science salaries at Sixth Energy Technologies can range from ₹3,01,846-₹3,29,414",NA,NA,3.6,83%,17%,40%,20%,20%,,Banglore
"Bangalore, India",5001 to 10000 Employees,2000,Subsidiary or Business Segment,IT Services,Unknown / Non-Applicable,ITC Infotech,ITC Infotech Data Science Salaries in Bangalore Area,"₹ 1,44,195 - ₹ 1,53,488",NA,NA,"₹1,44,195-₹1,53,488","Data Science salaries at ITC Infotech can range from ₹1,44,195-₹1,53,488",NA,NA,3.8,58%,25%,17%,34%,18%,17%,Banglore
"Eden Prairie, MN",501 to 1000 Employees,null,Company - Public,Healthcare Services & Hospitals,Unknown / Non-Applicable,Optum,Optum Data Science Salaries in Bangalore Area,"₹ 6,07,999 - ₹ 6,54,383",NA,NA,"₹6,07,999-₹6,54,383","Data Science salaries at Optum can range from ₹6,07,999-₹6,54,383",NA,NA,3.7,66%,19%,15%,37%,32%,11%,Banglore
"Bangalore, India",10000+ Employees,1981,Company - Public (INFY),IT Services,$10+ billion (USD),Infosys,Infosys Data Science Salaries in Bangalore Area,"₹ 4,34,164 - ₹ 4,72,557",NA,NA,"₹4,34,164-₹4,72,557","Data Science salaries at Infosys can range from ₹4,34,164-₹4,72,557",NA,NA,3.8,77%,9%,15%,55%,21%,12%,Banglore
"Seattle, WA",51 to 200 Employees,2012,Company - Private,Internet,$10 to $25 million (USD),CommerceIQ,CommerceIQ Data Science Salaries in Bangalore Area,"₹ 8,22,957 - ₹ 8,92,864",NA,NA,"₹8,22,957-₹8,92,864","Data Science salaries at CommerceIQ can range from ₹8,22,957-₹8,92,864",NA,NA,3.8,30%,57%,14%,52%,21%,15%,Banglore
"Bangalore, India",1 to 50 Employees,null,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,Nikhil Analytics,Nikhil Analytics Data Science Salaries in Bangalore Area,"₹ 1,26,046 - ₹ 1,37,853",NA,NA,"₹1,26,046-₹1,37,853","Data Science salaries at Nikhil Analytics can range from ₹1,26,046-₹1,37,853",NA,NA,3.8,75%,25%,50%,25%,25%,,Banglore
"Nokia, Finland",10000+ Employees,1865,Company - Public (NOK),Telecommunications Services,$10+ billion (USD),Nokia,Nokia Data Science Salaries,"₹ 3,55,057 - ₹ 4,53,684",NA,NA,"₹3,55,057-₹4,53,684","Data Science salaries at Nokia can range from ₹3,55,057-₹4,53,684",NA,NA,4.1,75%,8%,17%,34%,22%,19%,Banglore
"Leuven, Belgium",10000+ Employees,1852,Company - Public (BUD),Food & Drink Manufacturing,$10+ billion (USD),Anheuser-Busch InBev,Anheuser-Busch InBev Data Science Salaries,"₹ 8,85,391 - ₹ 9,61,260",NA,NA,"₹8,85,391-₹9,61,260","Data Science salaries at Anheuser-Busch InBev can range from ₹8,85,391-₹9,61,260",NA,NA,3.6,60%,19%,22%,63%,22%,6%,Banglore
"Singapore, Singapore",201 to 500 Employees,2009,Company - Private,Internet,$100 to $500 million (USD),Mystifly,Mystifly Data Science Salaries in Bangalore Area,"₹ 3,82,348 - ₹ 4,08,711",NA,NA,"₹3,82,348-₹4,08,711","Data Science salaries at Mystifly can range from ₹3,82,348-₹4,08,711",NA,NA,3.6,44%,44%,13%,33%,27%,20%,Banglore
"Bangalore, India",51 to 200 Employees,null,Company - Private,Investment Banking & Asset Management,Unknown / Non-Applicable,atyati technologies,atyati technologies Data Science Salaries in Bangalore Area,"₹ 2,40,711 - ₹ 2,60,899",NA,NA,"₹2,40,711-₹2,60,899","Data Science salaries at atyati technologies can range from ₹2,40,711-₹2,60,899",NA,NA,4.5,89%,11%,63%,25%,13%,,Banglore
"Bangalore, India",1 to 50 Employees,null,Company - Private,IT Services,Unknown / Non-Applicable,Tarah Technologies,Tarah Technologies Data Science Salaries in Bangalore Area,"₹ 2,16,866 - ₹ 2,36,328",NA,NA,"₹2,16,866-₹2,36,328","Data Science salaries at Tarah Technologies can range from ₹2,16,866-₹2,36,328",NA,NA,3.2,100%,100%,,,,,Banglore
"Bangalore, India",1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Neewee,Neewee Data Science Salaries in Bangalore Area,"₹ 1,74,337 - ₹ 1,87,268",NA,NA,"₹1,74,337-₹1,87,268","Data Science salaries at Neewee can range from ₹1,74,337-₹1,87,268",NA,NA,3.6,50%,50%,100%,,,,Banglore
"Bangalore, India",501 to 1000 Employees,2015,Company - Private,IT Services,Unknown / Non-Applicable,Rapido,Rapido Data Science Salaries in Bangalore Area,"₹ 3,01,432 - ₹ 3,25,766",NA,NA,"₹3,01,432-₹3,25,766","Data Science salaries at Rapido can range from ₹3,01,432-₹3,25,766",NA,NA,4.1,43%,52%,5%,58%,16%,16%,Banglore
"Noosa Heads, Australia",1 to 50 Employees,2017,Company - Private,Internet,Unknown / Non-Applicable,Tribes.AI,Tribes.AI Data Science Salaries in Bangalore Area,"₹ 2,36,267 - ₹ 2,54,263",NA,NA,,Data Science salaries at Tribes,NA,NA,5,100%,50%,50%,,,,Banglore
"Bangalore, India",51 to 200 Employees,2016,Company - Public ( XELPMOC),Enterprise Software & Network Solutions,$1 to $5 million (USD),Xelpmoc Design & Tech,Xelpmoc Design & Tech Data Science Salaries,"₹ 1,17,104 - ₹ 2,07,017",NA,NA,"₹1,17,104-₹2,07,017","Data Science salaries at Xelpmoc Design & Tech can range from ₹1,17,104-₹2,07,017",NA,NA,3.3,82%,18%,55%,36%,9%,,Banglore
"Bangalore, India",1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Sumyag,Sumyag Data Science Salaries in Bangalore Area,"₹ 2,52,229 - ₹ 2,72,004",NA,NA,"₹2,52,229-₹2,72,004","Data Science salaries at Sumyag can range from ₹2,52,229-₹2,72,004",NA,NA,4.5,NA,NA,NA,NA,NA,NA,Banglore
"Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,$10+ billion (USD),Fidelity Investments,Fidelity Investments Data Science Salaries,"₹ 97,235 - ₹ 6,82,451",NA,NA,"₹97,235-₹6,82,451","Data Science salaries at Fidelity Investments can range from ₹97,235-₹6,82,451",NA,NA,4.1,67%,14%,19%,47%,21%,11%,Banglore
"Mumbai, India",5001 to 10000 Employees,2010,Company - Private,"Cable, Internet & Telephone Providers",Unknown / Non-Applicable,Jio,Jio Data Science Salaries,"₹ 2,34,260 - ₹ 4,49,039",NA,NA,"₹2,34,260-₹4,49,039","Data Science salaries at Jio can range from ₹2,34,260-₹4,49,039",NA,NA,3.7,63%,17%,20%,44%,18%,17%,Banglore
"New York, NY",10000+ Employees,1923,Company - Public (NLSN),Enterprise Software & Network Solutions,$5 to $10 billion (USD),Nielsen,Nielsen Data Science Salaries in Bangalore Area,"₹ 6,82,459 - ₹ 7,40,268",NA,NA,"₹6,82,459-₹7,40,268","Data Science salaries at Nielsen can range from ₹6,82,459-₹7,40,268",NA,NA,3.7,65%,14%,21%,46%,25%,14%,Banglore
"Mangalore, India",1 to 50 Employees,null,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,Prasanna Technologies,Prasanna Technologies Data Science Salaries in Bangalore Area,"₹ 1,82,193 - ₹ 1,98,343",NA,NA,"₹1,82,193-₹1,98,343","Data Science salaries at Prasanna Technologies can range from ₹1,82,193-₹1,98,343",NA,NA,3.6,40%,60%,75%,25%,,,Banglore
"New Delhi, India",5001 to 10000 Employees,1958,Government,Government Agencies,$1 to $2 billion (USD),Defence Research & Development Organisation,Defence Research & Development Organisation Data Science Salaries in Bangalore Area,"₹ 1,48,782 - ₹ 1,61,854",NA,NA,"₹1,48,782-₹1,61,854","Data Science salaries at Defence Research & Development Organisation can range from ₹1,48,782-₹1,61,854",NA,NA,4.3,77%,3%,19%,42%,25%,11%,Banglore
"Pittsburgh, PA",201 to 500 Employees,2001,Company - Private,Healthcare Services & Hospitals,$5 to $10 million (USD),M*Modal,M*Modal Data Scientistst Monthly Pay in Bangalore Area,"₹ 29,940 - ₹ 32,403",NA,NA,"₹29,940-₹32,403","Data Scientistst salaries at M*Modal can range from ₹29,940-₹32,403",NA,NA,3.5,60%,21%,19%,44%,22%,10%,Banglore
"San Jose, CA",501 to 1000 Employees,2003,Company - Private,Computer Hardware & Software,$25 to $50 million (USD),Innominds Software,Innominds Software Senior Data Scientist Salaries in Bangalore Area,"₹ 5,06,096 - ₹ 5,41,029",NA,NA,"₹5,06,096-₹5,41,029","Senior Data Scientist salaries at Innominds Software can range from ₹5,06,096-₹5,41,029",NA,NA,3.9,68%,18%,13%,37%,19%,14%,Banglore
"Charlotte, NC",10000+ Employees,1885,Company - Public (HON),Computer Hardware & Software,$10+ billion (USD),Honeywell,Honeywell Senior Data Scientist Salaries in Bangalore Area,"₹ 9,63,390 - ₹ 10,53,163",NA,NA,"₹9,63,390-₹10,53,163","Senior Data Scientist salaries at Honeywell can range from ₹9,63,390-₹10,53,163",NA,NA,3.7,64%,16%,20%,39%,21%,13%,Banglore
"Bangalore, India",1001 to 5000 Employees,1996,Company - Private,Research & Development,Unknown / Non-Applicable,Samsung R&D Institute India - Bangalore,Samsung R&D Institute India - Bangalore Senior Data Scientist Salaries in Bangalore Area,"₹ 10,01,091 - ₹ 10,89,753","₹ 5,00,000",NA,"₹10,01,091-₹10,89,753","Senior Data Scientist salaries at Samsung R&D Institute India - Bangalore can range from ₹10,01,091-₹10,89,753",NA,NA,3.6,69%,11%,20%,56%,13%,12%,Banglore
"Singapore, Singapore",1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Lifesight,Lifesight Senior Data Scientist Salaries in Bangalore Area,"₹ 42,23,426 - ₹ 45,40,480",NA,NA,"₹42,23,426-₹45,40,480","Senior Data Scientist salaries at Lifesight can range from ₹42,23,426-₹45,40,480",NA,NA,4.7,57%,43%,43%,29%,29%,,Banglore
"Westlake Village, CA",51 to 200 Employees,2009,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,Seven Lakes Technologies,Seven Lakes Technologies Senior Data Scientist Salaries in Bangalore Area,"₹ 51,93,928 - ₹ 56,03,068",NA,NA,"₹51,93,928-₹56,03,068","Senior Data Scientist salaries at Seven Lakes Technologies can range from ₹51,93,928-₹56,03,068",NA,NA,4.5,64%,20%,16%,29%,29%,21%,Banglore
"Kansas City, MO",10000+ Employees,1979,Company - Public (CERN),Computer Hardware & Software,$5 to $10 billion (USD),Cerner,Cerner Senior Data Scientist Salaries in Bangalore Area,"₹ 28,96,217 - ₹ 31,54,836",NA,NA,"₹28,96,217-₹31,54,836","Senior Data Scientist salaries at Cerner can range from ₹28,96,217-₹31,54,836",NA,NA,3.8,77%,9%,14%,47%,21%,15%,Banglore
"Bangalore, India",51 to 200 Employees,null,Non-profit Organisation,Research & Development,Unknown / Non-Applicable,CSTEP,CSTEP Senior Data Scientist Salaries in Bangalore Area,"₹ 16,30,389 - ₹ 17,59,498",NA,NA,"₹16,30,389-₹17,59,498","Senior Data Scientist salaries at CSTEP can range from ₹16,30,389-₹17,59,498",NA,NA,3.1,100%,33%,33%,33%,,,Banglore
"Sheung Wan, Hong Kong",1001 to 5000 Employees,1922,Company - Public,Banks & Building Societies,$100 to $500 million (USD),Citic Bank International,Citic Bank International Senior Data Scientist Salaries in Bangalore Area,"₹ 16,24,622 - ₹ 17,69,241",NA,NA,"₹16,24,622-₹17,69,241","Senior Data Scientist salaries at Citic Bank International can range from ₹16,24,622-₹17,69,241",NA,NA,3.7,50%,50%,50%,50%,,,Banglore
"Copenhagen, Denmark",10000+ Employees,1928,Subsidiary or Business Segment,Shipping,$10+ billion (USD),MAERSK,MAERSK Senior Data Scientist Salaries in Bangalore Area,"₹ 19,09,300 - ₹ 20,97,180","₹ 1,00,000",NA,"₹19,09,300-₹20,97,180","Senior Data Scientist salaries at MAERSK can range from ₹19,09,300-₹20,97,180",NA,NA,4,61%,20%,19%,56%,11%,10%,Banglore
"Tampa, FL",51 to 200 Employees,2018,Company - Private,IT Services,$5 to $10 million (USD),Blackstraw,Blackstraw Senior Data Scientist Salaries in Bangalore Area,"₹ 25,01,954 - ₹ 33,51,328","₹ 4,00,000",NA,"₹25,01,954-₹33,51,328","Senior Data Scientist salaries at Blackstraw can range from ₹25,01,954-₹33,51,328",NA,NA,3.9,100%,50%,25%,25%,,,Banglore
"Plano, TX",10000+ Employees,1967,Company - Public (9613),IT Services,$10+ billion (USD),NTT DATA,NTT DATA Senior Data Scientist Salaries in Bangalore Area,"₹ 20,22,461 - ₹ 21,99,254",NA,NA,"₹20,22,461-₹21,99,254","Senior Data Scientist salaries at NTT DATA can range from ₹20,22,461-₹21,99,254",NA,NA,3.7,67%,17%,16%,33%,28%,15%,Banglore
"Houston, TX",10000+ Employees,1919,Company - Public (HAL),Oil & Gas Services,$10+ billion (USD),Halliburton,Halliburton Senior Data Scientist Salaries in Bangalore Area,"₹ 33,72,999 - ₹ 36,73,901",NA,NA,"₹33,72,999-₹36,73,901","Senior Data Scientist salaries at Halliburton can range from ₹33,72,999-₹36,73,901",NA,NA,3.6,70%,11%,19%,44%,32%,9%,Banglore
"Mountain View, CA",51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,Bidgely,Bidgely Senior Data Scientist Salaries in Bangalore Area,"₹ 25,78,035 - ₹ 27,60,373","₹ 2,67,475",NA,"₹25,78,035-₹27,60,373","Senior Data Scientist salaries at Bidgely can range from ₹25,78,035-₹27,60,373",NA,NA,3.4,57%,31%,12%,25%,23%,20%,Banglore
"Chennai, India",1001 to 5000 Employees,2008,Company - Private,Banks & Building Societies,Unknown / Non-Applicable,BankBazaar,BankBazaar Senior Data Scientist Salaries in Bangalore Area,"₹ 18,89,884 - ₹ 20,64,588",NA,NA,"₹18,89,884-₹20,64,588","Senior Data Scientist salaries at BankBazaar can range from ₹18,89,884-₹20,64,588",NA,NA,3.3,56%,26%,18%,33%,31%,20%,Banglore
"Bangalore, India",1001 to 5000 Employees,2001,Company - Private,Computer Hardware & Software,$5 to $10 million (USD),Molecular Connections,Molecular Connections Senior Data Scientist Salaries in Bangalore Area,"₹ 7,18,036 - ₹ 7,80,755",NA,NA,"₹7,18,036-₹7,80,755","Senior Data Scientist salaries at Molecular Connections can range from ₹7,18,036-₹7,80,755",NA,NA,3.5,35%,32%,32%,48%,14%,14%,Banglore
"Redwood City, CA",10000+ Employees,1977,Company - Public (ORCL),Enterprise Software & Network Solutions,$10+ billion (USD),Oracle,Oracle Senior Data Scientist Salaries in Bangalore Area,"₹ 12,09,683 - ₹ 13,04,208",NA,NA,"₹12,09,683-₹13,04,208","Senior Data Scientist salaries at Oracle can range from ₹12,09,683-₹13,04,208",NA,NA,3.7,67%,15%,18%,29%,27%,19%,Banglore
"Frankfurt am Main, Germany",10000+ Employees,2000,Subsidiary or Business Segment,IT Services,$5 to $10 billion (USD),T-Systems,T-Systems Senior Data Scientist Salaries in Bangalore Area,"₹ 20,22,040 - ₹ 21,74,115",₹ 2,NA,"₹20,22,040-₹21,74,115","Senior Data Scientist salaries at T-Systems can range from ₹20,22,040-₹21,74,115",NA,NA,3.8,60%,22%,18%,40%,15%,13%,Banglore
"Bangalore, India",51 to 200 Employees,2004,Company - Private,IT Services,$5 to $10 million (USD),Nabler Web Solutions,Nabler Web Solutions Senior Data Scientist Salaries in Bangalore Area,"₹ 8,21,280 - ₹ 8,99,858",NA,NA,"₹8,21,280-₹8,99,858","Senior Data Scientist salaries at Nabler Web Solutions can range from ₹8,21,280-₹8,99,858",NA,NA,4.5,70%,17%,13%,33%,22%,11%,Banglore
"London, United Kingdom",10000+ Employees,1865,Company - Public (HSBC),Banks & Building Societies,$10+ billion (USD),HSBC Holdings,HSBC Holdings Senior Data Scientist Salaries in Bangalore Area,"₹ 10,25,510 - ₹ 10,95,159","₹ 21,183",NA,"₹10,25,510-₹10,95,159","Senior Data Scientist salaries at HSBC Holdings can range from ₹10,25,510-₹10,95,159",NA,NA,3.7,63%,11%,26%,60%,11%,9%,Banglore
"Bangalore, India",501 to 1000 Employees,null,Company - Private,Internet,Less than $1 million (USD),Dailyhunt,Dailyhunt Senior Data Scientist Salaries in Bangalore Area,"₹ 19,51,882 - ₹ 21,42,174","₹ 1,53,066",NA,"₹19,51,882-₹21,42,174","Senior Data Scientist salaries at Dailyhunt can range from ₹19,51,882-₹21,42,174",NA,NA,3.5,46%,42%,13%,33%,26%,14%,Banglore
